sku,collection,category,inventory,date,supply_days
Berne 140 profil_SF,Berne tables,Dining table,14,.6.2023,36
Berne 160 profil_SF,Berne tables,Dining table,10,.6.2023,36
Berne 180 profil K-A Dark_SF,Berne tables,Dining table,14,.6.2023,36
Berne 180 profil_SF,Berne tables,Dining table,11,.6.2023,36
Scots Pine 120 Pingu,Scots Pine tables,Dining table,11,.6.2023,36
Scots Pine 120 Profil,Scots Pine tables,Dining table,10,.6.2023,36
Scots Pine 140 Pingu,Scots Pine tables,Dining table,5,.6.2023,36
Scots Pine 140 Profil,Scots Pine tables,Dining table,2,.6.2023,36
Scots Pine 160 Pingu,Scots Pine tables,Dining table,1,.6.2023,36
Scots Pine 160 Profil,Scots Pine tables,Dining table,16,.6.2023,36
Scots Pine 180 Profil,Scots Pine tables,Dining table,4,.6.2023,36
Scots Pine 200 Profil,Scots Pine tables,Dining table,16,.6.2023,36
Scotspine_140x80_tischplatte,Scots Pine tables,Dining table,2,.6.2023,36
Scotspine_180x80_tischplatte,Scots Pine tables,Dining table,0,.6.2023,36
Scots Pine 140 Profil_SF,Scots Pine tables,Dining table,10,.6.2023,36
Scots Pine 160 Pingu_SF,Scots Pine tables,Dining table,12,.6.2023,36
Scots Pine 160 Profil_SF,Scots Pine tables,Dining table,6,.6.2023,36
Scots Pine 180 Profil_SF,Scots Pine tables,Dining table,4,.6.2023,36
Bejar-Abgerundeter-Profil-120,Bejar tables,Dining table,9,.6.2023,36
Bejar-Abgerundeter-Profil-140,Bejar tables,Dining table,0,.6.2023,36
Bejar-Abgerundeter-Profil-160,Bejar tables,Dining table,6,.6.2023,36
Bejar-Abgerundeter-Profil-180,Bejar tables,Dining table,17,.6.2023,36
demandes masa UK,Homeoffice,Desk,2,.6.2023,31
demandes_masa,Homeoffice,Desk,7,.6.2023,31
granada_desk_black,Homeoffice,Desk,13,.6.2023,31
QE-NUXL-GXHW,Homeoffice,Desk,15,.6.2023,31
Oviedo Minii sari,Oviedo,Coffee table,17,.6.2023,41
oviedo-40sehpa-UK,Oviedo,Coffee table,32,.6.2023,41
oviedo-60sehpa-UK,Oviedo,Coffee table,28,.6.2023,41
oviedo-80masa-UK,Oviedo,Coffee table,17,.6.2023,41
oviedo-80sehpa-UK,Oviedo,Coffee table,28,.6.2023,41
oviedo-combo-40-60-80,Oviedo,Coffee table,0,.6.2023,41
oviedo-combo-60-80,Oviedo,Coffee table,2,.6.2023,41
oviedo-combo-60-80-UK,Oviedo,Coffee table,31,.6.2023,41
oviedo-drop-shape-L,Oviedo,Coffee table,7,.6.2023,41
oviedo-drop-shape-L_UK,Oviedo,Coffee table,24,.6.2023,41
oviedo-drop-shape-M,Oviedo,Coffee table,10,.6.2023,41
oviedo-drop-shape-M_UK,Oviedo,Coffee table,1,.6.2023,41
oviedo-drop-shape-M+L,Oviedo,Coffee table,29,.6.2023,41
oviedo-drop-shape-M+L_UK,Oviedo,Coffee table,14,.6.2023,41
oviedo-drop-shape-S,Oviedo,Coffee table,22,.6.2023,41
oviedo-drop-shape-S_UK,Oviedo,Coffee table,32,.6.2023,41
oviedo-drop-shape-S+M,Oviedo,Coffee table,-1,.6.2023,41
oviedo-drop-shape-S+M_UK,Oviedo,Coffee table,15,.6.2023,41
oviedo-drop-shape-S+M+L,Oviedo,Coffee table,14,.6.2023,41
oviedo-masa-60,Oviedo,Coffee table,17,.6.2023,41
oviedo-masa-80-a,Oviedo,Coffee table,26,.6.2023,41
oviedo-sehpa-40-a,Oviedo,Coffee table,26,.6.2023,41
oviedo-sehpa-80-a,Oviedo,Coffee table,5,.6.2023,41
oviedo-sehpa-combo,Oviedo,Coffee table,29,.6.2023,41
oviedo-sehpa-combo-UK,Oviedo,Coffee table,3,.6.2023,41
hueca-dresuar-dub,Huesca,Coffee table,17,.6.2023,41
Huesca Table,Huesca,Coffee table,1,.6.2023,41
huesca-cift-kat,Huesca,Coffee table,17,.6.2023,41
huesca-cift-kat_UK,Huesca,Coffee table,19,.6.2023,41
huesca-dresuar,Huesca,Coffee table,26,.6.2023,41
huesca-mini,Huesca,Coffee table,5,.6.2023,41
huesca-table-115x75,Huesca,Coffee table,18,.6.2023,41
huesca-tek-kat,Huesca,Coffee table,0,.6.2023,41
huescaset-mini+cift,Huesca,Coffee table,8,.6.2023,41
huesca-v-legs,Huesca,Coffee table,2,.6.2023,41
Berne sehpa 115x60,Baumkante coffee tables,Coffee table,24,.6.2023,36
Berne sehpa 95x65,Baumkante coffee tables,Coffee table,28,.6.2023,36
Berne sehpa 95x65_UK,Baumkante coffee tables,Coffee table,30,.6.2023,36
MO-J11D-NQWJ,Baumkante coffee tables,Coffee table,26,.6.2023,36
Malaga 100*55 Kayin,Malaga,Coffee table,18,.6.2023,36
Malaga 100*55 Oak,Malaga,Coffee table,7,.6.2023,36
Malaga 60*60 Kayin,Malaga,Coffee table,12,.6.2023,36
Malaga 60*60 Oak,Malaga,Coffee table,14,.6.2023,36
dresuar,Baumkante consoles,Console,17,.6.2023,36
F3-PW2R-2PL4,Baumkante consoles,Console,1,.6.2023,36
ayna_12040_beyaz,Wooden mirrors 120x40,Mirror,15,.6.2023,23
ayna_12040_beyaz_UK,Wooden mirrors 120x40,Mirror,9,.6.2023,23
ayna_12040_ceviz,Wooden mirrors 120x40,Mirror,2,.6.2023,23
ayna_12040_ceviz_UK,Wooden mirrors 120x40,Mirror,28,.6.2023,23
ayna_12040_siyah,Wooden mirrors 120x40,Mirror,13,.6.2023,23
ayna_12040_siyah_UK,Wooden mirrors 120x40,Mirror,24,.6.2023,23
luno-mirror-walnut,Luno mirror,Mirror,14,.6.2023,23
amorphous-UK,Asymmetric mirrors,Mirror,18,.6.2023,23
aqua_ayna_seffaf,Asymmetric mirrors,Mirror,21,.6.2023,23
aqua_ayna_seffaf_UK,Asymmetric mirrors,Mirror,24,.6.2023,23
ayna_amorphous,Asymmetric mirrors,Mirror,27,.6.2023,23
ayna_aqua,Asymmetric mirrors,Mirror,28,.6.2023,23
ayna_aqua_UK,Asymmetric mirrors,Mirror,19,.6.2023,23
ayna_gusto,Asymmetric mirrors,Mirror,128,.6.2023,23
ayna_gusto_gold,Asymmetric mirrors,Mirror,19,.6.2023,23
ayna_gusto_UK,Asymmetric mirrors,Mirror,24,.6.2023,23
denia_wood_120x57_walnut,Asymmetric mirrors,Mirror,16,.6.2023,23
gold-irregular-mirror,Premium mirrors,Mirror,10,.6.2023,23
gold-mood-mirror,Premium mirrors,Mirror,28,.6.2023,23
gold-smooth-mirror,Premium mirrors,Mirror,0,.6.2023,23
terra-mirror-walnut-102x62,Terra mirrors,Mirror,24,.6.2023,23
terra-mirror-walnut-148x58,Terra mirrors,Mirror,22,.6.2023,23
mira-mirror-black-metal,Mira mirrors,Mirror,13,.6.2023,23
mira-mirror-gold-metal,Mira mirrors,Mirror,17,.6.2023,23
mia-chair-BF-orange-x4,Mia,Chair,2,.6.2023,31
mia-chair-BF-orange-x6,Mia,Chair,-1,.6.2023,31
mia-chair-BF-white-x2,Mia,Chair,-1,.6.2023,31
mia-chair-BF-white-x4,Mia,Chair,1,.6.2023,31
mia-chair-BF-white-x6,Mia,Chair,2,.6.2023,31
roa-orange-x4,Roa,Chair,16,.6.2023,31
roa-white-x2,Roa,Chair,8,.6.2023,31
roa-white-x4,Roa,Chair,18,.6.2023,31
roa-white-x6,Roa,Chair,4,.6.2023,31
mammo-bergere-anthracite,Mammo bergere,Sofa,2,.6.2023,34
mammo-bergere-cream,Mammo bergere,Sofa,4,.6.2023,34
mammo-bergere-navy,Mammo bergere,Sofa,2,.6.2023,34
mammo-bergere+ottoman-anthracite,Mammo bergere,Sofa,2,.6.2023,34
mammo-bergere+ottoman-cream,Mammo bergere,Sofa,-1,.6.2023,34
mammo-bergere+ottoman-navy,Mammo bergere,Sofa,-1,.6.2023,34
mammo-ottoman-anthracite,Mammo bergere,Sofa,1,.6.2023,34
mammo-ottoman-cream,Mammo bergere,Sofa,2,.6.2023,34
mammo-sofa-anthracite,Mammo sofa,Sofa,-2,.6.2023,34
mammo-sofa-cream,Mammo sofa,Sofa,2,.6.2023,34
mammo-sofa-grey,Mammo sofa,Sofa,1,.6.2023,34
mammo-sofa-navy,Mammo sofa,Sofa,3,.6.2023,34
mammo-sofa+ottoman-anthracite,Mammo sofa,Sofa,10,.6.2023,34
mammo-sofa-cream_SF,Mammo sofa,Sofa,16,.6.2023,34
mammo-L-sofa-anthracite,Mammo sofa,Sofa,8,.6.2023,34
mammo-L-sofa-cream,Mammo sofa,Sofa,11,.6.2023,34
mammo-L-sofa-navy,Mammo sofa,Sofa,26,.6.2023,34
mammo-sofa+bergere+ottoman-anthracite,Mammo set,Sofa,-1,.6.2023,34
mammo-sofa+bergere+ottoman-cream,Mammo set,Sofa,1,.6.2023,34
mammo-sofa+bergere+ottoman-grey,Mammo set,Sofa,2,.6.2023,34
mammo-sofa+bergere+ottoman-navy,Mammo set,Sofa,-2,.6.2023,34
luna-pouf-anthracite,Luna,Pouf,3,.6.2023,26
luna-pouf-beige,Luna,Pouf,4,.6.2023,26
luna-pouf-black,Luna,Pouf,1,.6.2023,26
luna-pouf-cube-cream,Luna,Pouf,29,.6.2023,26
luna-pouf-cube-grey,Luna,Pouf,8,.6.2023,26
luna-pouf-green,Luna,Pouf,8,.6.2023,26
luna-pouf-mustard,Luna,Pouf,3,.6.2023,26
luna-pouf-red,Luna,Pouf,6,.6.2023,26
luna-pouf-cube-Anthrazit,Luna,Pouf,0,.6.2023,26
salamanca-sofabed+bergere-navy,Salamanca,Sofa,18,.6.2023,26
palencia-L-sofa-anthracite,Palencia,Sofa,5,.6.2023,26
palencia-L-sofa-cream,Palencia,Sofa,3,.6.2023,26
palencia-L-sofa+pouf-anthracite,Palencia,Sofa,3,.6.2023,26
palencia-L-sofa+pouf-cream,Palencia,Sofa,1,.6.2023,26
palencia-L-sofa+pouf-grey,Palencia,Sofa,1,.6.2023,26
palencia-pouf-anthracite,Palencia,Sofa,3,.6.2023,26
bilbao-sofa-anthracite,Bilbao,Sofa,10,.6.2023,26
bilbao-sofa-purple_SF,Bilbao,Sofa,0,.6.2023,26
murcia-sofa-black,Murcia,Sofa,6,.6.2023,26
murcia-sofa-sand,Murcia,Sofa,3,.6.2023,26
palamos-sofa-brown,Palamos,Sofa,1,.6.2023,26
palamos-sofa-green,Palamos,Sofa,5,.6.2023,26
palamos-sofa-grey,Palamos,Sofa,4,.6.2023,26
palamos-sofa-grey_SF,Palamos,Sofa,25,.6.2023,26
berne-180U-Mia-Orange-6x,Berne Mia Set,Set,26,.6.2023,26
sevilla-140-K-U,Sevilla,Dining table,0,.6.2023,26
sevilla-160-K-U,Sevilla,Dining table,0,.6.2023,26
La-Moncloa-120-Profil-Buche,La Moncloa,Dining table,28,.6.2023,26
La-Moncloa-160-Profil-Buche,La Moncloa,Dining table,11,.6.2023,26
Pingu-Metallbeinen,Table legs,Legs,16,.6.2023,26
Spider-leg-120,Table legs,Legs,30,.6.2023,26
Spider-leg-150,Table legs,Legs,14,.6.2023,26
Spider-leg-85,Table legs,Legs,9,.6.2023,26
U-Legs,Table legs,Legs,28,.6.2023,26
holzbeinstuhle_x4,Industrial chairs,Chair,5,.6.2023,31
metallbeinstuhle_x2,Industrial chairs,Chair,16,.6.2023,31
metallbeinstuhle_x4,Industrial chairs,Chair,6,.6.2023,31
ayna_yuvarlak_ceviz,Round wooden mirrors,Mirror,25,.6.2023,23
ayna_yuvarlak_oak,Round wooden mirrors,Mirror,6,.6.2023,23
ayna_yuvarlak_siyah,Round wooden mirrors,Mirror,31,.6.2023,23
Ayna-yuvarlak-beyaz,Round wooden mirrors,Mirror,32,.6.2023,23
Obejo-Black-47,Round wooden mirrors,Mirror,0,.6.2023,23
Obejo-Black-78,Round wooden mirrors,Mirror,22,.6.2023,23
Obejo-Oak-47,Round wooden mirrors,Mirror,8,.6.2023,23
Obejo-Oak-78,Round wooden mirrors,Mirror,2,.6.2023,23
Obejo-Walnut-45,Round wooden mirrors,Mirror,5,.6.2023,23
Obejo-Walnut-45_UK,Round wooden mirrors,Mirror,17,.6.2023,23
Obejo-Walnut-78,Round wooden mirrors,Mirror,20,.6.2023,23
Obejo-White-45,Round wooden mirrors,Mirror,22,.6.2023,23
Obejo-White-45_UK,Round wooden mirrors,Mirror,23,.6.2023,23
Obejo-White-78,Round wooden mirrors,Mirror,2,.6.2023,23
ekohali_arya_black80150,Arya,Carpet,0,.6.2023,31
ekohali_arya_grey_120180,Arya,Carpet,0,.6.2023,31
ekohali_arya_grey_80150,Arya,Carpet,0,.6.2023,31
ekohali_arya_natural120180,Arya,Carpet,0,.6.2023,31
ekohali_arya_pinkaqua160230,Arya,Carpet,0,.6.2023,31
Berne 120 pingu,Berne tables,Dining table,5,.5.2023,36
Berne 120 pingu K-A Dark,Berne tables,Dining table,12,.5.2023,36
Berne 120 profil,Berne tables,Dining table,4,.5.2023,36
Berne 120 profil K-A Dark,Berne tables,Dining table,2,.5.2023,36
Berne 140 pingu,Berne tables,Dining table,8,.5.2023,36
Berne 140 pingu K-A Dark,Berne tables,Dining table,4,.5.2023,36
Berne 140 profil,Berne tables,Dining table,9,.5.2023,36
Berne 140 profil K-A Dark,Berne tables,Dining table,7,.5.2023,36
Berne 160 profil,Berne tables,Dining table,2,.5.2023,36
Berne 160 profil K-A Dark,Berne tables,Dining table,9,.5.2023,36
Berne 180 profil,Berne tables,Dining table,13,.5.2023,36
Berne 180 profil K-A Dark,Berne tables,Dining table,13,.5.2023,36
Berne 200 profil,Berne tables,Dining table,4,.5.2023,36
Berne 200 profil K-A Dark,Berne tables,Dining table,3,.5.2023,36
Berne 140 profil_SF,Berne tables,Dining table,14,.5.2023,36
Berne 160 profil_SF,Berne tables,Dining table,10,.5.2023,36
Berne 180 profil K-A Dark_SF,Berne tables,Dining table,14,.5.2023,36
Berne 180 profil_SF,Berne tables,Dining table,11,.5.2023,36
Scots Pine 120 Pingu,Scots Pine tables,Dining table,11,.5.2023,36
Scots Pine 120 Profil,Scots Pine tables,Dining table,10,.5.2023,36
Scots Pine 140 Pingu,Scots Pine tables,Dining table,5,.5.2023,36
Scots Pine 140 Profil,Scots Pine tables,Dining table,2,.5.2023,36
Scots Pine 160 Pingu,Scots Pine tables,Dining table,1,.5.2023,36
Scots Pine 160 Profil,Scots Pine tables,Dining table,16,.5.2023,36
Scots Pine 180 Profil,Scots Pine tables,Dining table,4,.5.2023,36
Scots Pine 200 Profil,Scots Pine tables,Dining table,16,.5.2023,36
Scotspine_140x80_tischplatte,Scots Pine tables,Dining table,2,.5.2023,36
Scotspine_180x80_tischplatte,Scots Pine tables,Dining table,0,.5.2023,36
Scots Pine 140 Profil_SF,Scots Pine tables,Dining table,10,.5.2023,36
Scots Pine 160 Pingu_SF,Scots Pine tables,Dining table,12,.5.2023,36
Scots Pine 160 Profil_SF,Scots Pine tables,Dining table,6,.5.2023,36
Scots Pine 180 Profil_SF,Scots Pine tables,Dining table,4,.5.2023,36
Bejar-Abgerundeter-Profil-120,Bejar tables,Dining table,9,.5.2023,36
Bejar-Abgerundeter-Profil-140,Bejar tables,Dining table,0,.5.2023,36
Bejar-Abgerundeter-Profil-160,Bejar tables,Dining table,6,.5.2023,36
Bejar-Abgerundeter-Profil-180,Bejar tables,Dining table,17,.5.2023,36
demandes masa UK,Homeoffice,Desk,2,.5.2023,31
demandes_masa,Homeoffice,Desk,7,.5.2023,31
granada_desk_black,Homeoffice,Desk,13,.5.2023,31
QE-NUXL-GXHW,Homeoffice,Desk,15,.5.2023,31
Oviedo Minii sari,Oviedo,Coffee table,17,.5.2023,41
oviedo-40sehpa-UK,Oviedo,Coffee table,32,.5.2023,41
oviedo-60sehpa-UK,Oviedo,Coffee table,28,.5.2023,41
oviedo-80masa-UK,Oviedo,Coffee table,17,.5.2023,41
oviedo-80sehpa-UK,Oviedo,Coffee table,28,.5.2023,41
oviedo-combo-40-60-80,Oviedo,Coffee table,0,.5.2023,41
oviedo-combo-60-80,Oviedo,Coffee table,2,.5.2023,41
oviedo-combo-60-80-UK,Oviedo,Coffee table,31,.5.2023,41
oviedo-drop-shape-L,Oviedo,Coffee table,7,.5.2023,41
oviedo-drop-shape-L_UK,Oviedo,Coffee table,24,.5.2023,41
oviedo-drop-shape-M,Oviedo,Coffee table,10,.5.2023,41
oviedo-drop-shape-M_UK,Oviedo,Coffee table,1,.5.2023,41
oviedo-drop-shape-M+L,Oviedo,Coffee table,29,.5.2023,41
oviedo-drop-shape-M+L_UK,Oviedo,Coffee table,14,.5.2023,41
oviedo-drop-shape-S,Oviedo,Coffee table,22,.5.2023,41
oviedo-drop-shape-S_UK,Oviedo,Coffee table,32,.5.2023,41
oviedo-drop-shape-S+M,Oviedo,Coffee table,-1,.5.2023,41
oviedo-drop-shape-S+M_UK,Oviedo,Coffee table,15,.5.2023,41
oviedo-drop-shape-S+M+L,Oviedo,Coffee table,14,.5.2023,41
oviedo-masa-60,Oviedo,Coffee table,17,.5.2023,41
oviedo-masa-80-a,Oviedo,Coffee table,26,.5.2023,41
oviedo-sehpa-40-a,Oviedo,Coffee table,26,.5.2023,41
oviedo-sehpa-80-a,Oviedo,Coffee table,5,.5.2023,41
oviedo-sehpa-combo,Oviedo,Coffee table,29,.5.2023,41
oviedo-sehpa-combo-UK,Oviedo,Coffee table,3,.5.2023,41
hueca-dresuar-dub,Huesca,Coffee table,17,.5.2023,41
Huesca Table,Huesca,Coffee table,1,.5.2023,41
huesca-cift-kat,Huesca,Coffee table,17,.5.2023,41
huesca-cift-kat_UK,Huesca,Coffee table,19,.5.2023,41
huesca-dresuar,Huesca,Coffee table,26,.5.2023,41
huesca-mini,Huesca,Coffee table,5,.5.2023,41
huesca-table-115x75,Huesca,Coffee table,18,.5.2023,41
huesca-tek-kat,Huesca,Coffee table,0,.5.2023,41
huescaset-mini+cift,Huesca,Coffee table,8,.5.2023,41
huesca-v-legs,Huesca,Coffee table,2,.5.2023,41
Berne sehpa 115x60,Baumkante coffee tables,Coffee table,24,.5.2023,36
Berne sehpa 95x65,Baumkante coffee tables,Coffee table,28,.5.2023,36
Berne sehpa 95x65_UK,Baumkante coffee tables,Coffee table,30,.5.2023,36
MO-J11D-NQWJ,Baumkante coffee tables,Coffee table,26,.5.2023,36
Malaga 100*55 Kayin,Malaga,Coffee table,18,.5.2023,36
Malaga 100*55 Oak,Malaga,Coffee table,7,.5.2023,36
Malaga 60*60 Kayin,Malaga,Coffee table,12,.5.2023,36
Malaga 60*60 Oak,Malaga,Coffee table,14,.5.2023,36
dresuar,Baumkante consoles,Console,17,.5.2023,36
F3-PW2R-2PL4,Baumkante consoles,Console,1,.5.2023,36
ayna_12040_beyaz,Wooden mirrors 120x40,Mirror,15,.5.2023,23
ayna_12040_beyaz_UK,Wooden mirrors 120x40,Mirror,9,.5.2023,23
ayna_12040_ceviz,Wooden mirrors 120x40,Mirror,2,.5.2023,23
ayna_12040_ceviz_UK,Wooden mirrors 120x40,Mirror,28,.5.2023,23
ayna_12040_siyah,Wooden mirrors 120x40,Mirror,13,.5.2023,23
ayna_12040_siyah_UK,Wooden mirrors 120x40,Mirror,24,.5.2023,23
luno-mirror-walnut,Luno mirror,Mirror,14,.5.2023,23
amorphous-UK,Asymmetric mirrors,Mirror,18,.5.2023,23
aqua_ayna_seffaf,Asymmetric mirrors,Mirror,21,.5.2023,23
aqua_ayna_seffaf_UK,Asymmetric mirrors,Mirror,24,.5.2023,23
ayna_amorphous,Asymmetric mirrors,Mirror,102,.5.2023,23
ayna_aqua,Asymmetric mirrors,Mirror,28,.5.2023,23
ayna_aqua_UK,Asymmetric mirrors,Mirror,19,.5.2023,23
ayna_gusto,Asymmetric mirrors,Mirror,116,.5.2023,23
ayna_gusto_gold,Asymmetric mirrors,Mirror,19,.5.2023,23
ayna_gusto_UK,Asymmetric mirrors,Mirror,24,.5.2023,23
denia_wood_120x57_walnut,Asymmetric mirrors,Mirror,16,.5.2023,23
gold-irregular-mirror,Premium mirrors,Mirror,10,.5.2023,23
gold-mood-mirror,Premium mirrors,Mirror,28,.5.2023,23
gold-smooth-mirror,Premium mirrors,Mirror,0,.5.2023,23
terra-mirror-walnut-102x62,Terra mirrors,Mirror,24,.5.2023,23
terra-mirror-walnut-148x58,Terra mirrors,Mirror,22,.5.2023,23
mira-mirror-black-metal,Mira mirrors,Mirror,13,.5.2023,23
mira-mirror-gold-metal,Mira mirrors,Mirror,17,.5.2023,23
mia-chair-BF-orange-x4,Mia,Chair,2,.5.2023,31
mia-chair-BF-orange-x6,Mia,Chair,-1,.5.2023,31
mia-chair-BF-white-x2,Mia,Chair,-1,.5.2023,31
mia-chair-BF-white-x4,Mia,Chair,1,.5.2023,31
mia-chair-BF-white-x6,Mia,Chair,2,.5.2023,31
roa-orange-x4,Roa,Chair,16,.5.2023,31
roa-white-x2,Roa,Chair,8,.5.2023,31
roa-white-x4,Roa,Chair,18,.5.2023,31
roa-white-x6,Roa,Chair,4,.5.2023,31
mammo-bergere-anthracite,Mammo bergere,Sofa,2,.5.2023,34
mammo-bergere-cream,Mammo bergere,Sofa,4,.5.2023,34
mammo-bergere-navy,Mammo bergere,Sofa,2,.5.2023,34
mammo-bergere+ottoman-anthracite,Mammo bergere,Sofa,2,.5.2023,34
mammo-bergere+ottoman-cream,Mammo bergere,Sofa,-1,.5.2023,34
mammo-bergere+ottoman-navy,Mammo bergere,Sofa,-1,.5.2023,34
mammo-ottoman-anthracite,Mammo bergere,Sofa,1,.5.2023,34
mammo-ottoman-cream,Mammo bergere,Sofa,2,.5.2023,34
mammo-sofa-anthracite,Mammo sofa,Sofa,-2,.5.2023,34
mammo-sofa-cream,Mammo sofa,Sofa,2,.5.2023,34
mammo-sofa-grey,Mammo sofa,Sofa,1,.5.2023,34
mammo-sofa-navy,Mammo sofa,Sofa,3,.5.2023,34
mammo-sofa+ottoman-anthracite,Mammo sofa,Sofa,10,.5.2023,34
mammo-sofa-cream_SF,Mammo sofa,Sofa,16,.5.2023,34
mammo-L-sofa-anthracite,Mammo sofa,Sofa,8,.5.2023,34
mammo-L-sofa-cream,Mammo sofa,Sofa,11,.5.2023,34
mammo-L-sofa-navy,Mammo sofa,Sofa,26,.5.2023,34
mammo-sofa+bergere+ottoman-anthracite,Mammo set,Sofa,-1,.5.2023,34
mammo-sofa+bergere+ottoman-cream,Mammo set,Sofa,1,.5.2023,34
mammo-sofa+bergere+ottoman-grey,Mammo set,Sofa,2,.5.2023,34
mammo-sofa+bergere+ottoman-navy,Mammo set,Sofa,-2,.5.2023,34
luna-pouf-anthracite,Luna,Pouf,3,.5.2023,26
luna-pouf-beige,Luna,Pouf,4,.5.2023,26
luna-pouf-black,Luna,Pouf,1,.5.2023,26
luna-pouf-cube-cream,Luna,Pouf,29,.5.2023,26
luna-pouf-cube-grey,Luna,Pouf,8,.5.2023,26
luna-pouf-green,Luna,Pouf,8,.5.2023,26
luna-pouf-mustard,Luna,Pouf,3,.5.2023,26
luna-pouf-red,Luna,Pouf,6,.5.2023,26
luna-pouf-cube-Anthrazit,Luna,Pouf,0,.5.2023,26
salamanca-sofabed+bergere-navy,Salamanca,Sofa,18,.5.2023,26
palencia-L-sofa-anthracite,Palencia,Sofa,5,.5.2023,26
palencia-L-sofa-cream,Palencia,Sofa,3,.5.2023,26
palencia-L-sofa+pouf-anthracite,Palencia,Sofa,3,.5.2023,26
palencia-L-sofa+pouf-cream,Palencia,Sofa,1,.5.2023,26
palencia-L-sofa+pouf-grey,Palencia,Sofa,1,.5.2023,26
palencia-pouf-anthracite,Palencia,Sofa,3,.5.2023,26
bilbao-sofa-anthracite,Bilbao,Sofa,10,.5.2023,26
bilbao-sofa-purple_SF,Bilbao,Sofa,0,.5.2023,26
murcia-sofa-black,Murcia,Sofa,6,.5.2023,26
murcia-sofa-sand,Murcia,Sofa,3,.5.2023,26
palamos-sofa-brown,Palamos,Sofa,1,.5.2023,26
palamos-sofa-green,Palamos,Sofa,5,.5.2023,26
palamos-sofa-grey,Palamos,Sofa,4,.5.2023,26
palamos-sofa-grey_SF,Palamos,Sofa,25,.5.2023,26
berne-180U-Mia-Orange-6x,Berne Mia Set,Set,26,.5.2023,26
sevilla-140-K-U,Sevilla,Dining table,0,.5.2023,26
sevilla-160-K-U,Sevilla,Dining table,0,.5.2023,26
La-Moncloa-120-Profil-Buche,La Moncloa,Dining table,28,.5.2023,26
La-Moncloa-160-Profil-Buche,La Moncloa,Dining table,11,.5.2023,26
Pingu-Metallbeinen,Table legs,Legs,16,.5.2023,26
Spider-leg-120,Table legs,Legs,30,.5.2023,26
Spider-leg-150,Table legs,Legs,14,.5.2023,26
Spider-leg-85,Table legs,Legs,9,.5.2023,26
U-Legs,Table legs,Legs,28,.5.2023,26
holzbeinstuhle_x4,Industrial chairs,Chair,5,.5.2023,31
metallbeinstuhle_x2,Industrial chairs,Chair,16,.5.2023,31
metallbeinstuhle_x4,Industrial chairs,Chair,6,.5.2023,31
ayna_yuvarlak_ceviz,Round wooden mirrors,Mirror,25,.5.2023,23
ayna_yuvarlak_oak,Round wooden mirrors,Mirror,6,.5.2023,23
ayna_yuvarlak_siyah,Round wooden mirrors,Mirror,31,.5.2023,23
Ayna-yuvarlak-beyaz,Round wooden mirrors,Mirror,32,.5.2023,23
Obejo-Black-47,Round wooden mirrors,Mirror,0,.5.2023,23
Obejo-Black-78,Round wooden mirrors,Mirror,22,.5.2023,23
Obejo-Oak-47,Round wooden mirrors,Mirror,8,.5.2023,23
Obejo-Oak-78,Round wooden mirrors,Mirror,2,.5.2023,23
Obejo-Walnut-45,Round wooden mirrors,Mirror,5,.5.2023,23
Obejo-Walnut-45_UK,Round wooden mirrors,Mirror,17,.5.2023,23
Obejo-Walnut-78,Round wooden mirrors,Mirror,20,.5.2023,23
Obejo-White-45,Round wooden mirrors,Mirror,22,.5.2023,23
Obejo-White-45_UK,Round wooden mirrors,Mirror,23,.5.2023,23
Obejo-White-78,Round wooden mirrors,Mirror,2,.5.2023,23
ekohali_arya_black80150,Arya,Carpet,0,.5.2023,31
ekohali_arya_grey_120180,Arya,Carpet,0,.5.2023,31
ekohali_arya_grey_80150,Arya,Carpet,0,.5.2023,31
ekohali_arya_natural120180,Arya,Carpet,0,.5.2023,31
ekohali_arya_pinkaqua160230,Arya,Carpet,0,.5.2023,31
Berne 120 pingu,Berne tables,Dining table,5,.4.2023,36
Berne 120 pingu K-A Dark,Berne tables,Dining table,12,.4.2023,36
Berne 120 profil,Berne tables,Dining table,4,.4.2023,36
Berne 120 profil K-A Dark,Berne tables,Dining table,2,.4.2023,36
Berne 140 pingu,Berne tables,Dining table,8,.4.2023,36
Berne 140 pingu K-A Dark,Berne tables,Dining table,4,.4.2023,36
Berne 140 profil,Berne tables,Dining table,9,.4.2023,36
Berne 140 profil K-A Dark,Berne tables,Dining table,7,.4.2023,36
Berne 160 profil,Berne tables,Dining table,2,.4.2023,36
Berne 160 profil K-A Dark,Berne tables,Dining table,9,.4.2023,36
Berne 180 profil,Berne tables,Dining table,13,.4.2023,36
Berne 180 profil K-A Dark,Berne tables,Dining table,13,.4.2023,36
Berne 200 profil,Berne tables,Dining table,4,.4.2023,36
Berne 200 profil K-A Dark,Berne tables,Dining table,3,.4.2023,36
Berne 140 profil_SF,Berne tables,Dining table,14,.4.2023,36
Berne 160 profil_SF,Berne tables,Dining table,10,.4.2023,36
Berne 180 profil K-A Dark_SF,Berne tables,Dining table,14,.4.2023,36
Berne 180 profil_SF,Berne tables,Dining table,11,.4.2023,36
Scots Pine 120 Pingu,Scots Pine tables,Dining table,11,.4.2023,36
Scots Pine 120 Profil,Scots Pine tables,Dining table,10,.4.2023,36
Scots Pine 140 Pingu,Scots Pine tables,Dining table,5,.4.2023,36
